recipient,amount PPT owed (18 decimals),amount deposited of USD,amountPPT
0x8911403d0F8Eafeec0BfD30c538Aa4702451c435,"3,220,000,000,000,000,000,000.00",$644.00,"3,220.00"
0x382C5728606eb61D6740A3a689CAe18eC9B3d90e,"2,350,000,000,000,000,000,000.00",$470.00,"2,350.00"
0x1FC6671aC8B38D597Ec2cd8aABB502EFaFF73EbF,"1,220,000,000,000,000,000,000.00",$244.00,"1,220.00"
0x47713B9C23006eefF522CB691E87316587b235aF,"2,880,000,000,000,000,000,000.00",$576.00,"2,880.00"
0xE599A7165bFD554b695f3e02C063A14F819a6A16,"2,970,000,000,000,000,000,000.00",$594.00,"2,970.00"
0xe7398BF9f275146168C57C065f952eb9e330113C,"3,975,000,000,000,000,000,000.00",$795.00,"3,975.00"
0x21c38DdF4FE8EF64E0AB60B7e348dfb75642Ef9D,"2,965,000,000,000,000,000,000.00",$593.00,"2,965.00"
0xa46102d9671dE464Db048e49F0A12c4433f60e34,"3,970,000,000,000,000,000,000.00",$794.00,"3,970.00"
0x7024144C94F0DdC4f75fC83DfcC6a27a94Fe3Bda,"3,770,000,000,000,000,000,000.00",$754.00,"3,770.00"
0x9aae9F30921063f8bd82AC908f7E5A6ed2Ca391B,"2,935,000,000,000,000,000,000.00",$587.00,"2,935.00"
0x9ae75e910773f1617Bae384b2468fb62b091ccc5,"3,475,000,000,000,000,000,000.00",$695.00,"3,475.00"
0xF294Aa465cB0ddDD63D08293893F7a8b94c5022b,"3,900,000,000,000,000,000,000.00",$780.00,"3,900.00"
0x5DFc1499de02C95f91549b9C34E726402d29e175,"4,155,000,000,000,000,000,000.00",$831.00,"4,155.00"
0x1d47D986F1FD25401bE798588D527606C3c4cA53,"2,035,000,000,000,000,000,000.00",$407.00,"2,035.00"
0x1cfa9e91CC0f08c097752d4a2FeceEDB158Ca8AB,"2,475,000,000,000,000,000,000.00",$495.00,"2,475.00"
0x895D4BB1De5c4C2B56aF08e5e7246165c8ffb6Aa,"2,015,000,000,000,000,000,000.00",$403.00,"2,015.00"
0x0A9d10738973A7A3A7BD52Ee177707758AC874b9,"4,440,000,000,000,000,000,000.00",$888.00,"4,440.00"
0x4FD5669fdD87821B27001e1427EC60ef835057cC,"4,180,000,000,000,000,000,000.00",$836.00,"4,180.00"
0x44733dd57E0F1913EEf77c8F97DD3094DaA04496,"1,855,000,000,000,000,000,000.00",$371.00,"1,855.00"
0x0EBfEb3E512d72D20986f767934d79253Bb2525b,"3,585,000,000,000,000,000,000.00",$717.00,"3,585.00"
0x0b493af26fa61e5ff84290ca934b7c85e3195505,"500,000,000,000,000,000,000.00",$100.00,500.00
0x40C96d499beb61bABC7eD9D9818f73e5395712E6,"1,645,000,000,000,000,000,000.00",$329.00,"1,645.00"
0x3057564C9c93aaDb3cC0a892daC268152D29D8aC,"3,465,000,000,000,000,000,000.00",$693.00,"3,465.00"
0x84fcA84FFf8e664259Ea0571818488EdB3cAE537,"3,650,000,000,000,000,000,000.00",$730.00,"3,650.00"
0x3a3a8e8722851c288e7be46b4254ce3b3afb09e2,"250,000,000,000,000,000,000.00",$50.00,250.00
0x717da21eC9C560Eeb52E56E8996924dA1cc0564e,"4,200,000,000,000,000,000,000.00",$840.00,"4,200.00"
0xEfAdF173df431803A83654AE5518B6856bb9e2Fa,"4,000,000,000,000,000,000,000.00",$800.00,"4,000.00"
0xa3909C2B41e8B624E1873Df4442158a537871c0f,"3,925,000,000,000,000,000,000.00",$785.00,"3,925.00"
0xE1C3CF49A6Aa29010276c453a523AB34922EEED4,"4,295,000,000,000,000,000,000.00",$859.00,"4,295.00"
0xA971FBD6200350642fDd4cDae7618f255C98B2e5,"4,545,000,000,000,000,000,000.00",$909.00,"4,545.00"
0x1C96EA48A58FE4786b20bA90D4765c59471A5fDa,"3,965,000,000,000,000,000,000.00",$793.00,"3,965.00"
0x5DE0dde2167d45f77eCB7F0d7d56dd2c2cB1d448,"3,085,000,000,000,000,000,000.00",$617.00,"3,085.00"
0x090084Ba630bC3664d0EAEE88c90ec27c7527543,"3,685,000,000,000,000,000,000.00",$737.00,"3,685.00"
0xB8872A977DB9DCC4cae9C6c55F3DEEE5D1919F01,"2,495,000,000,000,000,000,000.00",$499.00,"2,495.00"
0xdDA723E6fE92Fa28FE271DcCe6BCc81067Eca3A0,"1,835,000,000,000,000,000,000.00",$367.00,"1,835.00"
0xd3F1493E84Bd9D5a57F3EfA7B03ABF02f1dcB8CC,"1,905,000,000,000,000,000,000.00",$381.00,"1,905.00"
0xc46B3Dc8361fb35203d461170da7d81D7eEdE2a4,"1,770,000,000,000,000,000,000.00",$354.00,"1,770.00"
0xc1759A834d83dD01179Ba7c05F8235Ab73B74086,"4,515,000,000,000,000,000,000.00",$903.00,"4,515.00"
0x804b71175139fE6C1700c9E24c6303dD3fEDe3FD,"4,210,000,000,000,000,000,000.00",$842.00,"4,210.00"
0x35628028D289db6C3E94195Acf6883740b4cC5aD,"3,845,000,000,000,000,000,000.00",$769.00,"3,845.00"
0xa33D9708A32388cAFADD3BcA127d4de3Ed76Dfc5,"3,425,000,000,000,000,000,000.00",$685.00,"3,425.00"
0x18e25715f6A81D82ED8718f3774b4A87649a884e,"3,980,000,000,000,000,000,000.00",$796.00,"3,980.00"
0x62c9a316942CB4139ACFE58e0c270328cc1cD76D,"3,870,000,000,000,000,000,000.00",$774.00,"3,870.00"
0xE731644f54a9Eed5b71eF9a9D63250AC0A0a6AFa,"2,255,000,000,000,000,000,000.00",$451.00,"2,255.00"
0x0e6F26C9b39d7D8DD0e6d47288138c727A9BCf27,"1,815,000,000,000,000,000,000.00",$363.00,"1,815.00"
0x14f90EcC347266E622665143F6A9d95D1eBD09D8,"4,920,000,000,000,000,000,000.00",$984.00,"4,920.00"
0xb37c18f2878595f7775463b35b96d103b2067baa,"2,095,000,000,000,000,000,000.00",$419.00,"2,095.00"
0x21b5be89a99eacd0f82df6b3b9b079b1b89012a7,"1,955,000,000,000,000,000,000.00",$391.00,"1,955.00"
0xbbd9111ff9d0ad76d2d1681adc6b88c392a794f4,"250,000,000,000,000,000,000.00",$50.00,250.00
0x0fbb6985f5b868c32570129cad16e7a8f80fc755,"400,000,000,000,000,000,000.00",$80.00,400.00
0xe35464872c90cb3aa60fba4b4044578ed15ada5d,"250,000,000,000,000,000,000.00",$50.00,250.00
0x1792c0b2b25e70e902b5d2c9db92ca94eefaa576,"1,280,000,000,000,000,000,000.00",$256.00,"1,280.00"
0xFFda58a882138Faac642d3605524D6488567240f,"4,995,000,000,000,000,000,000.00",$999.00,"4,995.00"
0xdF40154E3B67925661cDd3c6Bc801a4A2E021d0F,"5,995,000,000,000,000,000,000.00","$1,199.00","5,995.00"
0xdEa1ce9A1E29D81c11A95aEcB88B47C4EC532B23,"18,995,000,000,000,000,000,000.00","$3,799.00","18,995.00"
0x2A1A7ad28e3706eF316fE7FeA704C93eF2E8310a,"8,995,000,000,000,000,000,000.00","$1,799.00","8,995.00"
0xF87E421F5EAc2d78723BD8ECCe5958Aa2873C6E5,"17,250,000,000,000,000,000,000.00","$3,450.00","17,250.00"
0xdd9f8395b65d5195b4e2152de3c803c8e3797d5c,"300,000,000,000,000,000,000.00",$60.00,300.00
0x8aa739bdd34527fbaa36e50e9d547a481c1c7204,"250,000,000,000,000,000,000.00",$50.00,250.00
0x45d993393f7b3fe781935e1155118c7f830d4415,"250,000,000,000,000,000,000.00",$50.00,250.00
0x1729b1a9ba897bab353bd386b80c5b4c6cde2758,"250,000,000,000,000,000,000.00",$50.00,250.00
0x73bb185df8c7ddc130f594e0fcdc0297658b51cf,"500,000,000,000,000,000,000.00",$100.00,500.00
0x2b6ac111565b8161b29fe577805fde9e0d6d0f08,"745,000,000,000,000,000,000.00",$149.00,745.00
,"1,999,998,100,000,000,000,000,000.00","$399,999.62","1,999,998.10"
